establecimiento_nro_registro;establecimiento_denominacion;direccion;establecimiento_tipo;fabricante_tipo_codigo;fabricante_tipo_desc
EO00281;Farmacia Cristina Gutiérrez Narvarte;Glorieta De Lalín, Nº 4  28050, Madrid (Madrid);Ortopedias;;
EO00282;Farmacia El Circulo;Avenida Constitución, Nº 90  28850, Torrejón De Ardoz (Madrid);Ortopedias;;
EO00283;Mª Teresa Gil Vilches;Calle De La Soledad, Nº 12  28816, Camarma De Esteruelas (Madrid);Ortopedias;;
EO00284;Ortopedia Al Unión;Calle De Santa Cruz De Marcenado, Nº 11  28015, Madrid (Madrid);Ortopedias;;
EO00285;Farmacia Ana Jorge;Calle De Hilarión Eslava, Nº 51, Piso/Puerta Bajo  28015, Madrid (Madrid);Ortopedias;;
EO00286;Farmacia Salgado García, C.B.;Glorieta De Ruiz Jiménez, Nº 8  28015, Madrid (Madrid);Ortopedias;;
EO00287;Farmacia Ortopedia Elena Pillado Rodríguez;Calle De Valserrano, Nº 3  28110, Algete (Madrid);Ortopedias;;
EO00288;Centro Ortopédico Torrejón, S.L.;Calle Lisboa, Nº 27  28850, Torrejón De Ardoz (Madrid);Ortopedias;;
EO00289;Farmacia Elisa Ferreiro González De Ara;Camino De La Zarzuela, Nº 22, Piso/Puerta BAJO  28023, Madrid (Madrid);Ortopedias;;
EO00290;Farmacia Marta De Zarandieta Romero;Calle Pintor Sorolla, Nº 1  28933, Móstoles (Madrid);Ortopedias;;
EO00291;Farmacia Lda. Elena Ortega Coto;Plaza Del Caño, Nº 16  28260, Galapagar (Madrid);Ortopedias;;
EO00292;Ortopedia M.S., C.B.;Avenida De Pablo Neruda, Nº 87, Piso/Puerta Local-60  28018, Madrid (Madrid);Ortopedias;;
EO00293;Anfora Sº Integrales, Rehab. Y Accesibilidad, S.L.;Calle La Venta, Nº 35  28400, Collado Villalba (Madrid);Ortopedias;;
EO00294;Ortopedia Galileo, S.L.;Calle De García De Paredes, Nº 74  28010, Madrid (Madrid);Ortopedias;;
EO00295;Farmacia Blanca Tapia Fernández;Calle De Bolivia, Nº 38, Piso/Puerta Local  28016, Madrid (Madrid);Ortopedias;;
EO00296;Farmacia María Francisca Guadarrama García;Sector Islas, Nº 21  28760, Tres Cantos (Madrid);Ortopedias;;
EO00297;Farmacia Carlos Serrano Carazo;Avenida Cerro Prieto, Nº 16  28931, Móstoles (Madrid);Ortopedias;;
EO00298;Farmacia Javier Saenz Feijoo;Avenida De Canillejas A Vicálvaro, Nº 72  28022, Madrid (Madrid);Ortopedias;;
EO00300;Otto Bock Ibérica, S.A.;Calle De Velázquez, Nº 158  28002, Madrid (Madrid);Ortopedias;;
EO00301;Farmacia Rosa María Miguel González;Avenida Francia, Nº 45  28916, Leganés (Madrid);Ortopedias;;
EO00302;Farmacia Mónica Carrillo Miguel;Calle Floridablanca, Nº 16  28200, San Lorenzo De El Escorial (Madrid);Ortopedias;;
EO00303;Ortopedia Hergueta;Calle Barcelona, Nº 36  28937, Móstoles (Madrid);Ortopedias;;
EO00304;Farmacia Ignacio Luaces Frades;Calle Del Marqués De La Valdavia, Nº 131  28100, Alcobendas (Madrid);Ortopedias;;
EO00305;Farmacia-Ortopedia M. Rocío Pérez Lamuedra;Avenida España, Nº 51  28221, Majadahonda (Madrid);Ortopedias;;
EO00306;Farmacia Ortopedia Fuente Carrantona;Calle De La Fuente Carrantona, Nº 49  28030, Madrid (Madrid);Ortopedias;;
EO00307;Ayudas Técnicas Orbión;Avenida De Betanzos, Nº 42  28029, Madrid (Madrid);Ortopedias;;
EO00308;Farmacia De Aquitanía;Calle De Aquitania, Nº 87  28032, Madrid (Madrid);Ortopedias;;
EO00309;Ortopedia Romeo;Paseo Del Pintor Rosales, Nº 10  28008, Madrid (Madrid);Ortopedias;;
EO00310;Farmacia Beatriz Castellanos Dengra;Calle Francisco Ayala, Nº s/n  28702, San Sebastián De Los Reyes (Madrid);Ortopedias;;
EO00311;Farmacia Paz García Monescillo;Avenida De La Reina Victoria, Nº 20  28003, Madrid (Madrid);Ortopedias;;
EO00313;Farmacia Alvaro Sendino Pérez;Calle Isabel Ii, Nº 9, Piso/Puerta Local  28982, Parla (Madrid);Ortopedias;;
EO00314;Mundo Dependencia, S.L.;Calle De Maudes, Nº 15  28003, Madrid (Madrid);Ortopedias;;
EO00317;Farmacia Francisco Martín Martín;Avenida De Los Poblados, Nº 58  28044, Madrid (Madrid);Ortopedias;;
EO00318;Ayo Ayudas Técnias, S.L.;Calle De Los Estudiantes, Nº 5  28040, Madrid (Madrid);Ortopedias;;
EO00319;Claudia Camelia Musat;Avenida De Nuestra Señora De Fátima, Nº 4  28047, Madrid (Madrid);Ortopedias;;
EO00320;Ortopedia Las Aguilas, S.L.;Calle De José De Cadalso, Nº 62, Piso/Puerta Bajo  28044, Madrid (Madrid);Ortopedias;;
EO00321;Parafarmacia Ortopedia Ruíz;Avenida De La Unión Europea, Nº 55  28939, Arroyomolinos (Madrid);Ortopedias;;
EO00322;Establecimientos Ortopédicos Prim, S.A.;Calle Del Conde De Peñalver, Nº 26  28006, Madrid (Madrid);Ortopedias;;
EO00323;Ortopedia Técnica Tarancon, S.L.;Urbanizacion Ciudad Residencial Universitaria, Nº 1  28805, Alcalá De Henares (Madrid);Ortopedias;;
EO00324;Ortopedia Ortomed;Calle De Simón Hernández, Nº 25  28937, Móstoles (Madrid);Ortopedias;;
EO00325;Farmacia Emilio Martínez Imaz;Calle De San Roque, Nº 71  28600, Navalcarnero (Madrid);Ortopedias;;
EO00326;Ortopedía Delgado, S.L.U.;Paseo De Pastrana, Nº 13-17  28803, Alcalá De Henares (Madrid);Ortopedias;;
EO00327;Ortopedia Guiote;Calle De La Libertad, Nº 2  28600, Navalcarnero (Madrid);Ortopedias;;
EO00328;Global Salud Farma, S.L.U;Calle De Sierra Molina, Nº 9, Piso/Puerta Bajo Izq.  28053, Madrid (Madrid);Ortopedias;;
EO00329;Hermanos Otero Fernández, C.B. (Farmacia);Calle De Alameda Del Valle, Nº 23  28051, Madrid (Madrid);Ortopedias;;
EO00330;Ortopedia Pérez Borges;Calle De La Infanta María Teresa, Nº 11  28016, Madrid (Madrid);Ortopedias;;
EO00331;Establecimientos Ortopédicos Prim, S.A.;Calle C Polígono Industrial 1, Nº 20  28938, Móstoles (Madrid);Ortopedias;;
EO00332;Farmacia Ana Isabel Piqueras Gallego;Calle De Villaviciosa, Nº 46  28024, Madrid (Madrid);Ortopedias;;
EO00333;Ortopedia Tecnica Moratalaz, S.L.;Calle Del Camino De Los Vinateros, Nº 111  28030, Madrid (Madrid);Ortopedias;;
EO00334;Ortmoval;Calle  , Valdemoro (Madrid);Ortopedias;;
EO00335;Impronta Ortopedia;Calle De La Capellanía, Nº 10, Piso/Puerta A  28411, Moralzarzal (Madrid);Ortopedias;;
EO00336;Oficina De Farmacia;Calle Real, Nº 41  28250, Torrelodones (Madrid);Ortopedias;;
EO00337;Hispano Medica, S.L.;Calle De La Comunidad De Madrid, Nº 41, Piso/Puerta Local 76  28231, Rozas De Madrid, Las (Madrid);Ortopedias;;
EO00338;Farmacia Ruíz Ayestaran;Calle De Beniferri, Nº 39  28021, Madrid (Madrid);Ortopedias;;
EO00339;Farmacia Carmen Del Aguila;Calle Vicente Gaos, Nº 3, Piso/Puerta Local 3  28822, Coslada (Madrid);Ortopedias;;
EO00340;Asevime, S.L.;Calle Polvoranca, Nº 9  28901, Getafe (Madrid);Ortopedias;;
EO00341;Hector Triano Alcántara;Calle Pintor Picasso, Nº 9  28807, Alcalá De Henares (Madrid);Ortopedias;;
EO00342;Farmacia Ortopedia Maria Eugenia Rodriguez Pinilla;Avenida Del Siglo Xxi, Nº 12, Piso/Puerta Local 14  28660, Boadilla Del Monte (Madrid);Ortopedias;;
EO00343;María Pilar Martínez Giménez;Calle De Bahía De Gando, Nº 1  28042, Madrid (Madrid);Ortopedias;;
EO00344;Centro Ortopédico Albufera Vallecas, S.L.;Plaza De Mariana Pineda, Nº 5  28038, Madrid (Madrid);Ortopedias;;
EO00346;Ortopedia La Gavia;Avenida De Las Suertes, Nº 60  28051, Madrid (Madrid);Ortopedias;;
EO00347;Nuevo Mercado Vendis, S.L.;Calle De Galileo, Nº 32  28015, Madrid (Madrid);Ortopedias;;
EO00348;Farmacia - Ortopedia Pedro Ignacio Villalba Canales;Calle De Los Hermanos Machado, Nº 5  28320, Pinto (Madrid);Ortopedias;;
EO00349;Farmacia Ortopedia Mª Concepción Cazorla Ruíz;Avenida Del Mar Mediterráneo, Nº 106  28341, Valdemoro (Madrid);Ortopedias;;
EO00350;Farmacia María Isabel Asensio Cano;Calle José María Pereda, Nº 8, Piso/Puerta B  28806, Alcalá De Henares (Madrid);Ortopedias;;
EO00351;Farmacia Cristina Pérez Sanz;Calle Del Romero, Nº 8, Piso/Puerta Local 6  28221, Majadahonda (Madrid);Ortopedias;;
EO00352;Farmacia Antonio Martín Martín;Calle Norias, Nº 80  28221, Majadahonda (Madrid);Ortopedias;;
EO00353;Farmacia Maria Cruz Merinero Rodriguez;Calle De Riscos De Polanco, Nº 12  28035, Madrid (Madrid);Ortopedias;;
EO00354;Gutierrez Arrojo, C.B.;Calle De La Isla De Arosa, Nº 43  28035, Madrid (Madrid);Ortopedias;;
EO00356;Farmacia Gregorio Ayala;Sector Foresta, Nº 41  28760, Tres Cantos (Madrid);Ortopedias;;
EO00357;Farmacia Parque Santa María, C.B.;Calle De Santa Virgilia, Nº 6  28033, Madrid (Madrid);Ortopedias;;
EO00358;Ortopedia Parafarmacia Edamar, S.L.;Calle De Soria, Nº 9  28921, Alcorcón (Madrid);Ortopedias;;
EO00360;Clínica De Podología River;Calle Andalucía, Nº 14, Piso/Puerta Bj. D  28903, Getafe (Madrid);Ortopedias;;
EO00361;Virgina Guerrero Luz;Calle Bolivia, Nº 9, Piso/Puerta Post.  28822, Coslada (Madrid);Ortopedias;;
EO00362;Establecimientos Ortopédicos Prim, S.A.;Calle Del Cerro Negro, Nº 2  28007, Madrid (Madrid);Ortopedias;;
EO00363;Centro Ortopédico Cuadrado;Calle Doctor La Calle, Nº 2, Piso/Puerta B  28341, Valdemoro (Madrid);Ortopedias;;
EO00364;Ortopedia Neoforma, S.L.;Calle Del Desarrollo, Nº 3  28938, Móstoles (Madrid);Ortopedias;;
EO00365;Ortopedia Técnica Torrelodones, S.L.U.;Calle Honorio Lozano, Nº 18  28400, Collado Villalba (Madrid);Ortopedias;;
EO00366;Farmacia Josefina Gómez Alonso;Calle De La Huerta, Nº 17  28921, Alcorcón (Madrid);Ortopedias;;
EO00367;Farmacia Ldo Marcos De La Vega;Calle Federico García Lorca, Nº s/n  28805, Alcalá De Henares (Madrid);Ortopedias;;
EO00369;Farmacia Manuel Martínez Del Peral Mayor;Avenida De España, Nº 225  28231, Rozas De Madrid, Las (Madrid);Ortopedias;;
EO00370;Promociones Siluben, S.L.;Calle Del Marqués De Jura Real, Nº 21  28019, Madrid (Madrid);Ortopedias;;
EO00371;Inmuebles Sanyest, S.L.;Calle Alcor, Nº 6  28806, Alcalá De Henares (Madrid);Ortopedias;;
EO00372;Farmacia Nieves Cuenca Gonzalez;Calle San Pablo, Nº 9, Piso/Puerta Local  28912, Leganés (Madrid);Ortopedias;;
EO00374;Centro Ortopedico Tecnologico, S.L.;Calle De Pío Baroja, Nº 1  28009, Madrid (Madrid);Ortopedias;;
EO00375;Farmalival, S.L.;Bulevar De José Prat, Nº 35, Piso/Puerta Local 25  28032, Madrid (Madrid);Ortopedias;;
EO00377;Of Maria Elena Martin Fernandez;Avenida De Viñagrande, Nº 27  28925, Alcorcón (Madrid);Ortopedias;;
EO00380;Farmacia Amparo Bonilla Guijarro;Calle De Tribaldos, Nº 5  28043, Madrid (Madrid);Ortopedias;;
EO00381;Neuefarma Servicios Sanitarios, S.L.;Avenida Fuenlabrada, Nº 76  28911, Leganés (Madrid);Ortopedias;;
EO00382;Farmacia Maria Jesus Martinez Corces;Calle Del General Ricardos, Nº 40  28019, Madrid (Madrid);Ortopedias;;
EO00383;Ortopedia Chamartin, S.R.L.;Calle De Rafael Herrera, Nº 11  28036, Madrid (Madrid);Ortopedias;;
EO00384;Farmacia Ana María Carracedo Fernández;Avenida De Pedro Díez, Nº 13  28019, Madrid (Madrid);Ortopedias;;
EO00385;Farmacia Ortopedia Vallecas;Avenida De Peña Prieta, Nº 16, Piso/Puerta Local  28038, Madrid (Madrid);Ortopedias;;
EO00386;Ortpedia Alarcón Martín;Calle De Zamora, Nº 7  28941, Fuenlabrada (Madrid);Ortopedias;;
EO00387;Boor Mobility, S.L.;Avenida Del Doctor García Tapia, Nº 163  28030, Madrid (Madrid);Ortopedias;;
EO00388;Maria Luisa Martínez Rodríguez;Calle Del Apóstol Santiago, Nº 43  28017, Madrid (Madrid);Ortopedias;;
EO00389;Farmacia Magadalena Ruíz De Gordejuela Quindos;Calle De Mercurio, Nº 3  28925, Alcorcón (Madrid);Ortopedias;;
EO00391;Farmacia Teresa Bueno Dorado;Avenida De Celio Villalba, Nº 19  28003, Madrid (Madrid);Ortopedias;;
EO00392;Farmacia Farmacasas, C.B.;Calle Del Príncipe De Vergara, Nº 27  28001, Madrid (Madrid);Ortopedias;;
EO00393;La Boutique De La Salud Alberto Matilla;Avenida España, Nº 51, Piso/Puerta Local  28221, Majadahonda (Madrid);Ortopedias;;
EO00394;Farmacia Ortopedia Mª Carmen Mijimolle Cuadrado;Avenida Doctor Mendiguchía Carriche, Nº 23  28913, Leganés (Madrid);Ortopedias;;
EO00395;Pedro Pérez Carbonell;Calle De Leoncio Rojas, Nº 36-38  28901, Getafe (Madrid);Ortopedias;;
EO00396;Atemparana Ortopedia;Calle De José Del Hierro, Nº 39, Piso/Puerta Local 7  28027, Madrid (Madrid);Ortopedias;;
EO00397;Ortopedia Giribaile;Avenida De Concha Espina, Nº 5  28016, Madrid (Madrid);Ortopedias;;
EO00398;Antonio Bresó Marfil;Calle Del Empecinado, Nº 22  28937, Móstoles (Madrid);Ortopedias;;
EO00399;Farmacia Marta Susaeta Ruíz;Calle De La Era, Nº 10  28840, Mejorada Del Campo (Madrid);Ortopedias;;
EO00400;Farmacia Martin Ye-Liu C.B.;Calle De Antonio Salvador, Nº 64  28026, Madrid (Madrid);Ortopedias;;
EO00401;Pilar González Carrasco;Calle Coronel De Palma, Nº 7  28934, Móstoles (Madrid);Ortopedias;;
EO00403;Ortopedia Simba, S.L.U.;Calle Mayor, Nº 83  28971, Griñón (Madrid);Ortopedias;;
EO00404;C.A.T. Sin Barreras, S.L.;Calle De Los Riojanos, Nº 9, Piso/Puerta Post. -L.2  28018, Madrid (Madrid);Ortopedias;;
EO00405;Sociosani Iniciativas Sociosanitarias, S.L.;Avenida De Oporto, Nº 71  28019, Madrid (Madrid);Ortopedias;;
EO00406;Jorge Alvárez Castel (Ortopedia Orthosports);Calle Agustina De Aragón, Nº 44  28342, Valdemoro (Madrid);Ortopedias;;
EO00407;Multiservicios Jota Miruri, S.L.;Calle Del Pilar, Nº 33  28701, San Sebastián De Los Reyes (Madrid);Ortopedias;;
EO00408;Farmacia Araceli Povedano Del Yerro;Calle Nuestra Señora Del Pilar, Nº 14  28911, Leganés (Madrid);Ortopedias;;
EO00409;Farmacia Pilar Varela Gallego;Plaza De Puerta De Moros, Nº 3  28005, Madrid (Madrid);Ortopedias;;
EO00410;Ortopedia Mercedes Serrano;Calle De Ana Mariscal, Nº 1  28032, Madrid (Madrid);Ortopedias;;
EO00411;David Riquelme Cervantes;Calle Real, Nº 6, Piso/Puerta Dcha.  28860, Paracuellos De Jarama (Madrid);Ortopedias;;
EO00413;Hipermercado De La Salud, S.L.;Avenida De América, Nº 35  28002, Madrid (Madrid);Ortopedias;;
EO00414;María Del Mar Martínez Otero;Paseo Imperial, Nº 29  28005, Madrid (Madrid);Ortopedias;;
EO00415;Farmacia Hnos Tovar Gallego, C.B.;Calle Escalinata, Nº 2  28440, Guadarrama (Madrid);Ortopedias;;
EO00417;José María Divar Conde;Calle De Carlos Martín Álvarez, Nº 35  28018, Madrid (Madrid);Ortopedias;;
EO00419;Pilar Martín Giménez (Neovitale);Avenida De Logroño, Nº 102  28042, Madrid (Madrid);Ortopedias;;
EO00420;Farmacia Asunción Corrales;Calle Nicolasa Fernández, Nº 26  28400, Collado Villalba (Madrid);Ortopedias;;
EO00421;Farmacia Isabel Coma Fort;Calle De Nanclares De Oca, Nº 10  28022, Madrid (Madrid);Ortopedias;;
EO00422;Moma Farmacia;Avenida De La Unión Europea, Nº 55  28939, Arroyomolinos (Madrid);Ortopedias;;
EO00423;Farmacia Carlos Torres Feced;Calle De Andrés Sánchez Pastor, Nº 25  28770, Colmenar Viejo (Madrid);Ortopedias;;
EO00424;Farmacia José Luis Fernández Canales;Plaza De La Concordia, Nº 4  28816, Valdeavero (Madrid);Ortopedias;;
EO00425;Farmacia Ortopedia Artilleros 56;Calle Del Pico De Los Artilleros, Nº 56  28030, Madrid (Madrid);Ortopedias;;
EO00426;Farmacia María José Núñez Villar;Calle Del Pez, Nº 9  28004, Madrid (Madrid);Ortopedias;;
EO00427;Farmacia Mónica Maria Ribo Sorensen;Calle De Ribadavia, Nº 9  28029, Madrid (Madrid);Ortopedias;;
EO00428;Ortopedia Moncloa S.L.;Paseo De San Francisco De Sales, Nº 3, Piso/Puerta Local  28003, Madrid (Madrid);Ortopedias;;
EO00429;Ortolimpyc S.L;Calle De Pico De La Maliciosa, Nº 6, Piso/Puerta LCLA  28038, Madrid (Madrid);Ortopedias;;
EO00430;Farmacia Ana Maria Rueda Sánchez;Calle Portugal, Nº 44  28943, Fuenlabrada (Madrid);Ortopedias;;
EO00431;Emilia Bautista Martin;Plaza De Las Asambleas, Nº 10-11  28041, Madrid (Madrid);Ortopedias;;
EO00432;Ayudas Tecnicas Mas Accesible;Calle De Sangenjo, Nº 18  28034, Madrid (Madrid);Ortopedias;;
EO00433;Rentsicasa Sl;Avenida De La Gran Vía De San Francisco, Nº 6  28005, Madrid (Madrid);Ortopedias;;
EO00434;Farmacia Mª Ascension Garcia Espona;Calle Santa Fe, Nº 8  28224, Pozuelo De Alarcón (Madrid);Ortopedias;;
EO00435;Juan Owen Monjo Henry;Calle Valentín Juara Bellot, Nº 4  28806, Alcalá De Henares (Madrid);Ortopedias;;
EO00436;Farmacia Selina;Calle Picos De Europa, Nº 1, Piso/Puerta C LOCAL 11  28350, Ciempozuelos (Madrid);Ortopedias;;
EO00437;Farmacia Susana Francos Fernandez;Calle De Las Vegas, Nº 1  28921, Alcorcón (Madrid);Ortopedias;;
EO00438;Maria Luisa Carrillo De Albornoz Piquer;Avenida Olímpica, Nº 26  28108, Alcobendas (Madrid);Ortopedias;;
EO00439;Dominica Morán González;Calle De Los Claveles, Nº 23  28942, Fuenlabrada (Madrid);Ortopedias;;
EO00440;Isabel Guijarro Martínez S.L;Calle De José Bergamín, Nº 70, Piso/Puerta Local 1  28030, Madrid (Madrid);Ortopedias;;
EO00441;Azzul Ort;Calle De Ramón Gómez De La Serna, Nº 1  28035, Madrid (Madrid);Ortopedias;;
EO00442;La Casa Del Enfermo S.L;Calle De Cea Bermúdez, Nº 36  28003, Madrid (Madrid);Ortopedias;;
EO00443;Farmacia Ortopedia Las Ventas;Calle De Alejandro González, Nº 4  28028, Madrid (Madrid);Ortopedias;;
EO00444;Farmacia Navidad Sánchez Marcos;Avenida De Navarrondán, Nº 20  28702, San Sebastián De Los Reyes (Madrid);Ortopedias;;
EO00445;Bernarda Prieto Jimenez;Paseo De Los Pozos, Nº 27  28813, Torres De La Alameda (Madrid);Ortopedias;;
EO00446;Union Master Trex Sl;Paseo De San Francisco De Sales, Nº 5  28003, Madrid (Madrid);Ortopedias;;
EO00448;Roberto Ojeda Bodas;Avenida De La Reina Victoria, Nº 30  28003, Madrid (Madrid);Ortopedias;;
EO00449;Raquel Jiménez Garralón Orto-Atocha;Paseo De Las Delicias, Nº 34  28045, Madrid (Madrid);Ortopedias;;
EO00451;Post-Mastectomía Pilar Martínez;Calle De Cea Bermúdez, Nº 8  28003, Madrid (Madrid);Ortopedias;;
EO00452;Ortopedia Vallecas, Sl;Avenida De Peña Prieta, Nº 24  28038, Madrid (Madrid);Ortopedias;;
EO00453;Farmacia Paloma Olleros Santos-Ruiz;Calle Solana, Nº 57  28850, Torrejón De Ardoz (Madrid);Ortopedias;;
EO00454;Farmacia Mªluisa Martinez Rodriguez;Plaza Mar Caribe, Nº 1  28821, Coslada (Madrid);Ortopedias;;
EO00455;Ayudas Tecnicas Espinosa Hermanos;Calle Del Doctor Esquerdo, Nº 79  28007, Madrid (Madrid);Ortopedias;;
EO00456;Calservida, S.L.;Calle De Abastos, Nº 115  28300, Aranjuez (Madrid);Ortopedias;;
EO00457;Parafarmacia Los Soportales Sl;Calle Reina Victoria, Nº 4  28200, San Lorenzo De El Escorial (Madrid);Ortopedias;;
EO00458;Farmacia Alia Guijarro Cb;Calle De Alcalá, Nº 448  28027, Madrid (Madrid);Ortopedias;;
EO00459;Farmacia De Gracia Bellver;Calle De Rafael Finat, Nº 58  28044, Madrid (Madrid);Ortopedias;;
EO00460;Farmacia Tomas Andres Bueno Ibáñez;Paseo De Juan Antonio Vallejo-Nájera Botas, Nº 25  28005, Madrid (Madrid);Ortopedias;;
EO00461;Farmacia Muriel Romano;Calle De Alcalá, Nº 363  28027, Madrid (Madrid);Ortopedias;;
EO00462;Farmacia Milagros García Ayuso;Calle De Samuel Baltes, Nº 54  28590, Villarejo De Salvanés (Madrid);Ortopedias;;
EO00463;Farmacia Antonio Bresó Marfil;Calle De Maqueda, Nº 7  28024, Madrid (Madrid);Ortopedias;;
EO00464;Reinaldo Javier Perez Borges;Calle Camino De Valladolid, Nº 33  28250, Torrelodones (Madrid);Ortopedias;;
EO00465;"Ortoalcala ""Mª Jesus Cutando Calleja""";Avenida De Castilla, Nº 25  28804, Alcalá De Henares (Madrid);Ortopedias;;
EO00466;Bvsalud27 S.L.;Calle La Huerta, Nº 5  28921, Alcorcón (Madrid);Ortopedias;;
EO00467;María Belén Ferrari Horta;Avenida De Nuestra Señora De Fátima, Nº 35, Piso/Puerta Local  28047, Madrid (Madrid);Ortopedias;;
EO00468;Centro De Ortopedia Tecnica Pozuelo Sl;Calle Hospital, Nº 6  28223, Pozuelo De Alarcón (Madrid);Ortopedias;;
EO00469;Fernando Moreno Lozano;Calle Sebastián De La Plaza, Nº 2  28805, Alcalá De Henares (Madrid);Ortopedias;;
EO00470;Farmacia Leticia Ruiz Granados;Avenida Del Ejército, Nº 32  28500, Arganda Del Rey (Madrid);Ortopedias;;
EO00471;Isabel Izquierdo Hidalgo;Calle Del Pintor Ribera, Nº 6  28016, Madrid (Madrid);Ortopedias;;
EO00472;Francisco Javier Tévar De Ozaeta Ortorivas;Calle De César Manrique, Nº 2  28522, Rivas-Vaciamadrid (Madrid);Ortopedias;;
EO00473;Farmacia Ceres Cb;Avenida Luxemburgo, Nº 18  28514, Nuevo Baztán (Madrid);Ortopedias;;
EO00474;Centro Ortopedico Artesano, S.L.;Calle De Guadaira, Nº 14  28018, Madrid (Madrid);Ortopedias;;
EO00475;Farmacia Begoña Y Rosalia Gozalo Corral Cb;Calle Real De Arganda, Nº 40  28031, Madrid (Madrid);Ortopedias;;
EO00476;Recuerda-Me, S.L.;Calle Mirasierra, Nº 5  28220, Majadahonda (Madrid);Ortopedias;;
EO00477;Sgh Henares Webortopedia Sl;Calle Libertad, Nº 31  28850, Torrejón De Ardoz (Madrid);Ortopedias;;
EO00478;Sara María Sánchez Méntrida;Calle Del Foso, Nº 19  28300, Aranjuez (Madrid);Ortopedias;;
EO00481;Farmacia Paula Venegas Reyes;Calle Nuestra Señora De Los Ángeles, Nº 5  28911, Leganés (Madrid);Ortopedias;;
EO00482;Ortosur S.A.;Calle Morse, Nº 45  28906, Getafe (Madrid);Ortopedias;;
FP00014;José Luis Fernández  Pereira;Calle Verja Nº 66, Piso/Puerta Bajo, 28026 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00028;Manuel Jesús Almena  Cota;Calle General Palanca Nº 26, 28045 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00033;Maria Teresa Manresa  Logroño;Calle Gran Avenida Nº 36, 28041 Madrid (Madrid);Fabricante de productos sanitarios a medida;1;Fabricante ortoprotésico
FP00040;Nuria Órtiz  Aliende;Calle Cristo De La Victoria Nº 77, Piso/Puerta Local, 28026 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00043;Instituto Técnico Odontológico;Avenida Padre Piquer Nº 35, Piso/Puerta Local 7, 28024 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00044;Area 3 Laboratorio Dental, S.L.;Calle La Coruña Nº 24, Piso/Puerta 1º, 28020 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00047;Mercedes Martínez  Gozalo;Calle Escosura Nº 21, Piso/Puerta Local Dcha., 28015 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
FP00049;Labordent Cad Cam, S.L;Calle Mota Del Cuervo Nº 21, Piso/Puerta 2º, 28043 Madrid (Madrid);Fabricante de productos sanitarios a medida;2;Laboratorio de prótesis dental
